aM gaRAya,am+gaRAya
dfSyatAmadya,dfSyatAm+adya
dfSyatAmasO,dfSyatAm+asO
dfSyamavalokitam,dfSyam+avalokitam
dfzatKaRqamAdAya,dfzatKaRqam+AdAya
dfzwa ityucyate,dfzwaH+ityucyate
dfzwa upAyaH,dfzwaH+upAyaH
dfzwa eva,dfzwaH+eva
dfzwaM granTasya,dfzwam+granTasya
dfzwaM rAjYA,dfzwam+rAjYA
dfzwatvAditi,dfzwatvAt+iti
dfzwatveneti,dfzwatvena+iti
dfzwapUrvA'sti,dfzwapUrvA+asti
dfzwamityucyate,dfzwam+ityucyate
dfzwamucyate,dfzwam+ucyate
dfzwarizwo'kzanASanaH,dfzwarizwaH+akzanASanaH
dfzwavatIti,dfzwavati+iti
dfzwavatyapi,dfzwavatI+api
dfzwavAYCiMSapAtale,dfzwavAn+SiMSapAtale
dfzwasAjAtyAditi,dfzwasAjAtyAt+iti
dfzwasAro'si,dfzwasAraH+asi
dfzwasuKaparityAgenA'dfzwe,dfzwasuKaparityAgena+adfzwe
dfzwastat,dfzwaH+tat
dfzwastatra,dfzwaH+tatra
dfzwastava,dfzwaH+tava
dfzwastAvatA,dfzwaH+tAvatA
dfzwastena,dfzwaH+tena
dfzwastvayA,dfzwaH+tvayA
dfzwastarhi,dfzwaH+tarhi
dfzwA mayA,dfzwAH+mayA
dfzwAdfzwavizayatvAtsADanamapi,dfzwAdfzwavizayatvAtsADanam+api
dfzwAntadArzwAntikayorna,dfzwAntadArzwAntikayoH+na
dfzwAntamAha,dfzwAntam+Aha
dfzwAntalakzaRamaBihitam,dfzwAntalakzaRam+aBihitam
dfzwAntastasya,dfzwAntaH+tasya
dfzwAntasyetyarTaH,dfzwAntasya+ityarTaH
dfzwAntahetvABAsAdInAmiva,dfzwAntahetvABAsAdInAm+iva
dfzwAntAdviSezaH,dfzwAntAt+viSezaH
dfzwAntArTamiti,dfzwAntArTam+iti
dfzwAntAsaMMgatimASaNkya,dfzwAntAsaMgatim+ASaNkya
dfzwAntAsidDidozasyodBawatayA,dfzwAntAsidDidozasya+udBawatayA
dfzwAntA'saMgateH,dfzwAntA+asaMgateH
dfzwAnte'pi,dfzwAnte+api
dfzwAntopamAneneti,dfzwAntopamAnena+iti
dfzwAyAmeva,dfzwAyAm+eva
dfzwArTasyAnumApakatvAt,dfzwArTasya+anumApakatvAt
dfzwASca,dfzwAH+ca
dfzwAstatra,dfzwAH+tatra
dfzwAste,dfzwAH+te
dfzwiM kiran,dfzwim+kiran
dfzwiM tvarayA,dfzwim+tvarayA
dfzwiM nikzipantI,dfzwim+nikzipantI
dfzwiM nikzipantu,dfzwim+nikzipantu
dfzwiM nicikzepa,dfzwim+nicikzepa
dfzwikzepo'pi,dfzwikzepaH+api
dfzwigocaramaBUt,dfzwigocaram+aBUt
dfzwigocarABavat,dfzwigocarA+aBavat
dfzwigocaro'BUt,dfzwigocaraH+aBUt
dfzwiYca,dfzwim+ca
dfzwipaTamagAt,dfzwipaTam+agAt
dfzwipaTamatItaH,dfzwipaTam+atItaH
dfzwipaTamatItya,dfzwipaTam+atItya
dfzwipaTamAgatA,dfzwipaTam+AgatA
dfzwipaTamAgamizyati,dfzwipaTam+Agamizyati
dfzwipAtamakArzam,dfzwipAtam+akArzam
dfzwipAtamakurutAm,dfzwipAtam+akurutAm
dfzwiprasAdanamiti,dfzwiprasAdanam+iti
dfzwiPalake'vaSizyate,dfzwiPalake+avaSizyate
dfzwimantaH,dfzwim+antaH
dfzwimapAtayad,dfzwim+apAtayat
dfzwimaryA,kziptA+aBUt
dfzwimAkzipya,dfzwim+Akzipya
dfzwimAtrAdeva,dfzwimAtrAt+eva
dfzwimASritya,dfzwim+ASritya
dfzwirasmAn,dfzwiH+asmAn
dfzwirekA,dfzwiH+ekA
dfzwirgAQanimIlitA,dfzwiH+gAQanimIlitA
dfzwirdAtavyA,dfzwiH+dAtavyA
dfzwirbAzpavaSaM,dfzwiH+bAzpavaSaM
dfzwirmanye,dfzwiH+manye
dfzwirmunO,dfzwiH+munO
dfzwivinyAsaM kurvan,dfzwivinyAsam+kurvan
dfzwiSaktirapahAritA,dfzwiSaktiH+apahAritA
dfzwistasya,dfzwiH+tasya
dfzwenApi,dfzwena+api
dfzwo Gawa,dfzwaH+Gawa
dfzwo Bavet,dfzwaH+Bavet
dfzwo Baveyam,dfzwaH+Baveyam
dfzwo hi,dfzwaH+hi
dfzwo'BUt,dfzwaH+aBUt
dfzwo'si,dfzwaH+asi
dfzwo'sti,dfzwaH+asti
dfzwo'haM,dfzwaH+ahaM
dfzwvAnyatrAgnisaMdehaH,dfzwvA+anyatrAgnisaMdehaH
dfzwvABiBAzate,dfzwvA+aBiBAzate
dfzwvA'nyezAM,dfzwvA+anyezAM
dfzparihameva,dfzpariham+eva
dfzwamAtraM ca,dfzwamAtram+ca
dfzwastena,dfzwaH+tena
dfzwAmapi,dfzwAm+api
dfzwfvEva,dfzwvA+eva
dfzwvA'nyasya,dfzwvA+anyasya
dfzwvEva,dfzwvA+eva
dfzwiM sTirIkftya,dfzwim+sTirIkftya
detyErddevAH,detyEH+devAH
deyameva,deyam+eva
deyA'BUt,deyA+aBUt
deyeti,deyA+iti
devaM nirmmArjya,devam+nirmmArjya
devaM pavitrakam,devam+pavitrakam
devaM prapUjya,devam+prapUjya
devaM brahmaraTAdinA,devam+brahmaraTAdinA
devaM surottamam,devam+surottamam
devakAryamiti,devakAryam+iti
devakIM samASvAsayAmi,devakIm+samASvAsayAmi
devakIYca,devakIm+ca
devakISayane'nayat,devakISayane+anayat
devakUwaSca,devakUwaH+ca
devagfhaM devatAyAH,devagfham+devatAyAH
devajAtiprasUtAvapi,devajAtiprasUtO+api
devatA atIva,devatAH+atIva
devatA api,devatAH+api
devatA AgrahaM,devatAH+AgrahaM
devatAdOtyamaNgIkaromIti,devatAdOtyamaNgIkaromi+iti
devatAnAmananukalyena,devatAnAm+ananukalyena
devatAnAmapi,devatAnAm+api
devatAnAmapekzayA,devatAnAm+apekzayA
devatABirapi,devatABiH+api
devatAvad BAvayan,devatAvat+BAvayan
devatAsvapi,devatAsu+api
devatulyaScakAsate,devatulyaH+cakAsate
devatvabudDistaTA'zwAdaSadozanirmuktezu,devatvabudDistaTA+azwAdaSadozanirmuktezu
devadatto'Svena,devadattaH+aSvena
devadundaBayo neduH,devadundaBayaH+neduH
devadUto'si,devadUtaH+asi
devadevamaBivaMdya,devadevam+aBivaMdya
devadevAnujAnIhi,devadeva+anujAnIhi
devapitFnaTa,devapitFn+aTa
devaprasAdamiva,devaprasAdam+iva
devamandira ekasmin,devamandire+ekasmin
devamADidEvikayAcanam,devam+ADidEvikayAcanam
devamAnuzaBAgAByAM sTApyA,devamAnuzaBAgAByAm+sTApyA
devayAtrotsavakaTanaM nAma,devayAtrotsavakaTanam+nAma
devarAjamindramapi,devarAjam+indramapi
devarAjasyendrasya,devarAjasya+indrasya
devavadvarttate,devavat+varttate
devavarAcyuta,devavara+acyuta
devavratantu,devavratam+tu
devasadmapratikftipratizWAkfttu,devasadmapratikftipratizWAkft+tu
devasargastu,devasargaH+tu
devasyotTAnasamaye,devasya+utTAnasamaye
devA Agatya,devAH+Agatya
devA divi,devAH+divi
devA BadraM,devAH+BadraM
devA maKAgAre,devAH+maKAgAre
devA rAmasya,devAH+rAmasya
devAjYAM BogANgAni,devAjYAm+BogANgAni
devAdipratizWApustakapratizWAkaTanaM nAma,devAdipratizWApustakapratizWAkaTanam+nAma
devAdiByom'Sukadvayam,devAdiByo+aMSukadvayam
devAdInAM paScimataH,devAdInAm+paScimataH
devAnatiTIn,devAn+atiTIn
devAnAM BasmIBavati,devAnAm+BasmIBavati
devAnAmaDipatiH,devAnAm+aDipatiH
devAnAmapi,devAnAm+api
devAnAmazwO,devAnAm+azwO
devArcanABiSca,devArcanABiH+ca
devArcanAyA mantrapAWasya,devArcanAyAH+mantrapAWasya
devAlayamAgacCat,devAlayam+AgacCat
devAlayasyADikArI,devAlayasya+aDikArI
devAlayasyADoBAge,devAlayasya+aDoBAge
devAlayasyAntargatANgane,devAlayasya+antargatANgane
devAlayAdimAhAtmyavarRanaM nAma,devAlayAdimAhAtmyavarRanam+nAma
devASca,devAH+ca
devAsurErapi,devAsurEH+api
devAstatra,devAH+tatra
devAstAni,devAH+tAni
devAstu,devAH+tu
devAstumulaM,devAH+tumulaM
devIM ca,devIm+ca
devInAmapi,devInAm+api
devIpratimAlakzaRaM nAma,devIpratimAlakzaRam+nAma
devIpratyayamupapAdya,devIpratyayam+upapAdya
devImupasarpitum,devIm+upasarpitum
devIvacanamanusaran,devIvacanam+anusaran
devISca,devIH+ca
devIzwasADiketyAkArakA,devIzwasADikA+ityAkArakA
devIstasmin,devIH+tasmin
devejyantulyasaMjYitam,devejyam+tulyasaMjYitam
devendrAdInAmapi,devendrAdInAm+api
deveSaM kuryAt,deveSam+kuryAt
deveSaM natvA,deveSam+natvA
deveSaM praRamya,deveSam+praRamya
deveSaM sampraviSya,deveSam+sampraviSya
deveSagfhamAgacCati,deveSagfham+AgacCati
deveSamapi,deveSam+api
deveSaSca,deveSaH+ca
deveSastadIyA,deveSaH+tadIyA
deveSasyoparihA,deveSasya+uparihA
deveSo'pi,deveSaH+api
deve'zwapuzpikAm,deve+azwapuzpikAm
devErgacCanti,devEH+gacCanti
devErgatvA,devEH+gatvA
devErmantrayate,devEH+mantrayate
devEryudDe,devEH+yudDe
devErvE,devEH+vE
devESca,devEH+ca
devo varzati,devaH+varzati
devo'ntardaDO,devaH+antardaDO
devo'smAn,devaH+asmAn
devyo'KilAH,devyaH+aKilAH
deSaM gatvA,deSam+gatvA
deSakAlAdyavasTAdyapekziRaH,deSakAlAdyavasTAdi+apekziRaH
deSakAlAvapekzate,deSakAlO+apekzate
deSakAlAvasTABiraniyatAH,deSakAlAvasTABiH+aniyatAH
deSagarBo'pi,deSagarBaH+api
deSato vyatirekABAve,deSataH+vyatirekABAve
deSanayA'pi,deSanayA+api
deSanAmAkarRya,deSanAm+AkarRya
deSanASatErapi,deSanASatEH+api
deSanA''rabDA,deSanA+ArabDA
deSaparyawanArTaM gatavAn,deSaparyawanArTam+gatavAn
deSabanDaScittasya,deSabanDaH+cittasya
deSamujJitvA,deSam+ujJitvA
deSasaMpannotpattikatayA,deSasaMpanna+utpattikatayA
deSasamudBavA balayutAH,deSasamudBavAH+balayutAH
deSasyAsya,deSasya+asya
deSAMSca,deSAn+ca
deSAwanAyeti,deSAwanAya+iti
deSAdiniyatAstadA,deSAdiniyatAH+tadA
deSAdiBiraniyatA,deSAdiBiH+aniyatA
deSAntarAd atra,deSAntarAt+atra
deSAntarAd AgatAH,deSAntarAt+AgatAH
deSAntarIyaGawamapi,deSAntarIyaGawam+api
deSAntarIyaGawepi,deSAntarIyaGawe+api
deSAntaraM prAyeRa,deSAntaram+prAyeRa
deSASca,deSAH+ca
deSikasyApi,deSikasya+api
deSikAnandamupetya,deSikAnandam+upetya
deSiko mUrttipEH,deSikaH+mUrttipEH
deSeBede'nvayaH,deSeBede+anvayaH
deSe'nyAM,deSe+anyAM
deSe'rkapavanAhatam,deSe+arkapavanAhatam
dehaM vA,deham+vA
dehaM sampAdya,deham+sampAdya
dehakerccayet,dehake+arccayet
dehaganDamAGrAya,dehaganDam+AGrAya
dehantatyAja,deham+tatyAja
dehamaDyAdekaM,dehamaDyAt+ekaM
dehamardDena,deham+ardDena
dehamApAdatalamastakam,deham+ApAdatalamastakam
dehamAruhya,deham+Aruhya
dehayazwimavekzya,dehayazwim+avekzya
deharAdUnanagarameva,deharAdUnanagaram+eva
dehalyAmeva,dehalyAm+eva
dehalyAM mantrAlaye,dehalyAm+mantrAlaye
dehaviSAlatAyA ahaM,dehaviSAlatAyAH+ahaM
dehaSudDiM hfdA,dehaSudDim+hfdA
dehaSudDyAdimAcaret,dehaSudDyAdim+Acaret
dehasOndaryeRApi,dehasOndaryeRa+api
dehastapizyati,dehaH+tapizyati
dehAtirikta AtmA,dehAtiriktaH+AtmA
dehAtmanorBedavijYAnaM,dehAtmanoH+BedavijYAnaM
dehAdutkleSya,dehAt+utkleSya
dehAntaraM gatA,dehAntaram+gatA
dehAnnizkrAntam,dehAt+nizkrAntam
dehenAntaH,dehena+antaH
deho'tiviSAlaH,dehaH+ativiSAlaH
dEtyakulacyuteva,dEtyakulacyutA+iva
dEtyErdevAH,dEtyEH+devAH
dEnikasamAcArapatrARyapi,dEnikasamAcArapatrARi+api
dEnyaM yAti,dEnyam+yAti
dEnyaM santApam,dEnyam+santApam
dEnyamaBilakzya,dEnyam+aBilakzya
dErGyaM kuRqArdDamAnena,dErGyam+kuRqArdDamAnena
dErGyamISasya,dErGyam+ISasya
dErDyamAyuzaH,dErDyam+AyuzaH
dEvaM puruzakAreRa,dEvam+puruzakAreRa
dEvaM viDAsyati,dEvam+viDAsyati
dEvajYo'parezAM,dEvajYaH+parezAM
dEvataM sTitam,dEvatam+sTitam
dEvatapratimASca,dEvatapratimAH+ca
dEvate'pi,dEvate+api
dEvaniyuktameva,dEvaniyuktam+eva
dEvamavalambya,dEvam+avalambya
dEvamupAlaBya,dEvam+upAlaBya
dEvayogAnmADavanATasya,dEvayogAt+mADavanATasye
dEvavilasitametat,dEvavilasitam+etat
dEvaSaraRo BUtvA,dEvaSaraRaH+BUtvA
dEvAdAgate,dEvAt+Agate
dEvAd vizamAwavyAM,dEvAt+vizamAwavyAM
dEvImAtmIkftya,dEvIm+AtmIkftya
dEhikadurganDamaDikftya,dEhikadurganDam+aDikftya
dorByAM nigfhya,dorByAm+nigfhya
dolAmAbadDaya,dolAm+AbadDya
doza ityata,dozaH+ityata
doza ityarTaH,dozaH+ityarTaH
dozaM na,dozam+na
dozaM prasaMjayati,dozam+prasaMjayati
dozakarmakzayAtkzayam,dozakarmakzayAt+kzayam
dozagatyA'tiricyante,dozagatyA+atiricyante
dozatAdavasTyamiti,dozatAdavasTyam+iti
dozatAdavasTyAspanda iti,dozatAdavasTyAspandaH+iti
dozatvamiti,dozatvam+iti
dozatvameva,dozatvam+eva
dozatvAttannivftyarTaM,dozatvAt+tannivftyarTaM
dozatvAditi,dozatvAt+iti
dozadaM Bavet,dozadam+Bavet
dozadvaye'pi,dozadvaye+api
dozapUrRA'sti,dozapUrRA+asti
dozabalAviSezAditi,dozabalAviSezAt+iti
dozaBUyizwApi,dozaBUyizwA+api
dozaBezajavaSAdupayojyAH,dozaBezajavaSAt+upayojyAH
dozamapAsya,dozam+apAsya
dozamamanyanta,dozam+amanyanta
dozamavijYAya,dozam+avijYAya
dozamAha,dozam+Aha
dozamudBAvaya,dozam+udBAvaya
dozayuktamapi,dozayuktam+api
dozavAraRAyAha,dozavAraRAya+Aha
dozaSaNkApi,dozaSaNkA+api
dozasamBavAditi,dozasamBavAt+iti
dozasAmyamarogatA,dozasAmyam+arogatA
dozasAmyamiti,dozasAmyam+iti
dozA eva,dozAH+eva
dozA jvAlAgarddaBakAdayaH,dozAH+jvAlAgarddaBakAdayaH
dozA duzwA''mabadDAH,dozAH+duzwA''mabadDAH
dozA yAnti,dozAH+yAnti
dozA viparItasamAnayoH,dozAH+viparItasamAnayoH
dozA vfdDikzayaviBedataH,dozAH+vfdDikzayaviBedataH
dozAMstu,dozAn+tu
dozAtaramapi,dozAtaram+api
dozAdivijYAnIyamaDyAyaM,dozAdivijYAnIyam+aDyAyaM
dozADInamiti,dozADInam+iti
dozAnapi,dozAn+api
dozAnalpAnalpAn,dozAn+alpAnalpAn
dozAnupekzeta,dozAn+upekzeta
dozAntarapara iti,dozAntaraparaH+iti
dozAntaramapyAha,dozAntaramapi+Aha
dozAntaramAha,dozAntaram+Aha
dozAntaramiti,dozAntaram+iti
dozAntareti,dozAntara+iti
dozAnsvAdu,dozAn+svAdu
dozABAvAditi,dozABAvAt+iti
dozABAveneti,dozABAvena+iti
dozAByupagamAtpareRAnaByupagamAt,dozAByupagamAtpareRa+anaByupagamAt
dozAyattAmiti,dozAyattAm+iti
dozAyattAmityarTaH,dozAyattAm+ityarTaH
dozAvaha iti,dozAvahaH+iti
dozAvudAhftO,dozO+udAhftO
dozAstu,dozAH+tu
dozErdupyanti,dozEH+dupyanti
dozo narARAM,dozaH+narARAM
dozo boDyaH,dozaH+boDyaH
dozo Bavizyati,dozaH+Bavizyati
dozo BAzitaH,dozaH+BAzitaH
dozodBAvanamityarTaH,dozodBAvanam+ityarTaH
dozopakramaRIyamaDyAyaM,dozopakramaRIyam+aDyAyaM
dohado'BUt,dohadaH+aBUt
dOtyenAgataH,dOtyena+AgataH
dOtyenAgatasya,dOtyena+Agatasya
dOrBAgyaM BAratIyAnAm,dOrBAgyam+BAratIyAnAm
dRqAKyaM prAgyAmyevAtasaYjYakam,dRqAKyam+prAgyAmyevAtasaYjYakam
ddoza iti,ddozaH+iti
dyuBiriti,dyuBiH+iti
dyuBirucyate,dyuBiH+ucyate
dyUtakaro yAti,dyUtakaraH+yAti
dyUtakArEreBiH,dyUtakArEH+eBiH
dyUtakrIqAmAyojatavAn,dyUtakrIqAm+AyojatavAn
dyUtakrIqArTamAhUya,dyUtakrIqArTam+AhUya
dyUtakrIqArTamAhvayatu,dyUtakrIqArTam+Ahvayatu
dyUtadivyasanajalA'gnicOrAdinimittErDanakzaye,dyUtadivyasanajalA'gnicOrAdinimittEH+Danakzaye
dyotakA,dyaH+takA
dyotayatieciditi,dyotayatiecit+iti
drakzyAmastasya,drakzyAmaH+tasya
dravadravyatvAtkzIravaditi,dravadravyatvAtkzIravat+iti
dravadravyavijYAnIyamaDyAyaM,dravadravyavijYAnIyam+aDyAyaM
draviRaM dadyAH,draviRam+dadyAH
draviRaM brAhmaReByaH,draviRam+brAhmaReByaH
dravito BUtvA,dravitaH+BUtvA
draveRa,kenacit+draveRa
dravEkadeSo'yaM,dravEkadeSaH+ayaM
dravo niramIyata,dravaH+niramIyata
dravozRamanaBizyandi,dravozRam+anaBizyandi
dravyaM cikIrzyate,dravyam+cikIrzyate
dravyaM dravyapada,dravyam+dravyapada
dravyaM dravyapadAd,dravyam+dravyapadAd
dravyaM pradAsyate,dravyam+pradAsyate
dravyaM bodDavyamityatratyaBagavadicCIyaprakAratAyA,dravyam+bodDavyamityatratyaBagavadicCIyaprakAratAyA
dravyaMdravyapadajanyaguRAvacCinnaboDavizayatAvad,dravyam+dravyapadajanyaguRAvacCinnaboDavizayatAvad
dravyatvaM tu,dravyatvam+tu
dravyatvaDarmitA'vacCedakakaGawAdipadaSaktipramAto dravyatvarUpeRa,dravyatvaDarmitA'vacCedakakaGawAdipadaSaktipramAtaH+dravyatvarUpeRa
dravyatvaDvaMsatvayorvyaBicAravAraRAya,dravyatvaDvaMsatvayoH+vyaBicAravAraRAya
dravyatvanizWaprakAratAnirUpitadravyanizWaniravacCinnaviSezyatAyAM satvena,dravyatvanizWaprakAratAnirUpitadravyanizWaniravacCinnaviSezyatAya+satvena
dravyatvanizWAvacCedakatAyAM satvena,dravyatvanizWAvacCedakatAyAm+satvena
dravyatvaprakArakadravyaboDatAtparyeRApi,dravyatvaprakArakadravyaboDatAtparyeRa+api
dravyatvaprakArakaSAbdaboDahetordravyapadajanyaboDavizayatvaprakAratAnirUpitadravyatvAvacCinnaviSezyatAsaMsargeRa,dravyatvaprakArakaSAbdaboDahetoH+dravyapadajanyaboDavizayatvaprakAratAnirUpitadravyatvAvacCinnaviSezyatAsaMsargeRa
dravyatvaprameyatvAdAviva,dravyatvaprameyatvAdO+iva
dravyatvaprameyatvAdiDarmARAM kAryakAraRatAvacCedakakowO,dravyatvaprameyatvAdiDarmARAm+kAryakAraRatAvacCedakakowO
dravyatvavyApyatvaYca,dravyatvavyApyatvam+ca
dravyatvasattAderapi,dravyatvasattAdeH+api
dravyatvAdavAraRAt,dravyatvAt+avAraRAt
dravyatvAdAvasatvena,dravyatvAdO+asatvena
dravyatvAdAviti,dravyatvAdO+iti
dravyatvAditi,dravyatvAt+iti
dravyatvAdityatra,dravyatvAt+ityatra
dravyatvAdityukte,dravyatvAt+ityukte
dravyatvAdiDarmitA'vacCedakakAnniruktasaMsargakaGawapadaprakAratAkajYAnAd,dravyatvAdiDarmitA'vacCedakAt+niruktasaMsargakaGawapadaprakAratAkajYAnAd
dravyatvAdirUpeRApi,dravyatvAdirUpeRa+api
dravyatvAdirjAtiH,dravyatvAdiH+jAtiH
dravyatvAderapi,dravyatvAdeH+api
dravyatvAdestAdfSa,dravyatvAdeH+tAdfSa
dravyatvAdyaviSezeReti,dravyatvAdyaviSezeRa+iti
dravyatvAdyupalakzitasyEva,dravyatvAdyupalakzitasya+eva
dravyatvABAve'pi,dravyatvABAve+api
dravyatvAvacCinnatve'pi,dravyatvAvacCinnatve+api
dravyatvAvacCinnaDarmikayogyatAjYAnAdirUpasAmagryaBAvAnna,dravyatvAvacCinnaDarmikayogyatAjYAnAdirUpasAmagryaBAvAt+na
dravyatvAvacCinnapratiyogitAkaBedA'satvepi,dravyatvAvacCinnapratiyogitAkaBeda+asatvepi
dravyatvAvacCinnaviSezyakayogyatAjYAnAdiGawitasAmagryAScetyarTaH,dravyatvAvacCinnaviSezyakayogyatAjYAnAdiGawitasAmagryASca+ityarTaH
dravyatvAvacCinnaviSezyakaSAbdaboDaM prati,dravyatvAvacCinnaviSezyakaSAbdaboDam+prati
dravyatvAvacCinnaviSezyakABedasaMsargakaGawaprakArakayogyatAjYAnasyApi,dravyatvAvacCinnaviSezyakABedasaMsargakaGawaprakArakayogyatAjYAnasya+api
dravyatvAvacCinnaviSezyaketyarTaH,dravyatvAvacCinnaviSezyaka+ityarTaH
dravyatvAvacCinnaviSezyakopasTitirUpakAraRavirahAnna,dravyatvAvacCinnaviSezyakopasTitirUpakAraRavirahAt+na
dravyatvAvacCinnavizayakaSAbdaboDaM prati,dravyatvAvacCinnavizayakaSAbdaboDam+prati
dravyatvAvacCinnopasTitiM vinA,dravyatvAvacCinnopasTitim+vinA
dravyatvAvacCinnopasTitirvartate,dravyatvAvacCinnopasTitiH+vartate
dravyatvAvacCinnopasTitervyaBicAraH,dravyatvAvacCinnopasTiteH+vyaBicAraH
dravyatvenEva,dravyatvena+eva
dravyatvenopasTite,dravyatvena+upasTite
dravyatve'tivyAptiH,dravyatve+ativyAptiH
dravyatve'pi,dravyatve+api
dravyatve'Beda,dravyatve+aBeda
dravyanirUpitavizayitAvaYjYAnAnukUlaSabdaprayokteti,dravyanirUpitavizayitAvaYjYAnAnukUlaSabdaprayaH+kteti
dravyapadajanyadravyatvAvacCinnopasTitidravyaviSezyakayogyatAjYAnAdiGawitasAmagrIkAryatAvacCedakIBUtadravyatvAvacCinnaviSezyakABedasaMsargakaGawaprakArakaSAbdatvarUpaDarmaGawakatvAdityarTaH,dravyapadajanyadravyatvAvacCinnopasTitidravyaviSezyakayogyatAjYAnAdiGawitasAmagrIkAryatAvacCedakIBUtadravyatvAvacCinnaviSezyakABedasaMsargakaGawaprakArakaSAbdatvarUpaDarmaGawakatvAt+ityarTaH
dravyapadajanyetyarTaH,dravyapadajanyeti+arTaH
dravyapadavaditi,dravyapadavat+iti
dravyapadavfttijYAnajanyadravyatvAvacCinnopasTitivirahAnna,dravyapadavfttijYAnajanyadravyatvAvacCinnopasTitivirahAt+na
dravyapadavfttijYAnajanyopasTitiM vinApi,dravyapadavfttijYAnajanyopasTitim+vinApi
dravyapadaSaktipramAto GawatvAdiprakArakasya,dravyapadaSaktipramAtaH+GawatvAdiprakArakasya
dravyapadAditi,dravyapadAt+iti
dravyaboDApatteriti,dravyaboDApatteH+iti
dravyamagnIzomO,dravyam+agnIzomO
dravyamallaBinnA'samavetatvAdata,dravyamallaBinna+asamavetatvAdata
dravyamasmin,dravyam+asmin
dravyamAtranizWatvenABAvasya,dravyamAtranizWatvena+aBAvasya
dravyamAhftam,dravyam+Ahftam
dravyamitirItyA,dravyam+itirItyA
dravyamitivAkyajanyaboDe,dravyam+itivAkyajanyaboDe
dravyamityAkArakapadaprayojyetyarTaH,dravyam+ityAkArakapadaprayojyetyarTaH
dravyamityAdO,dravyam+ityAdO
dravyamUrDvagamaM,dravyam+UrDvagamaM
dravyarASimapi,dravyarASim+api
dravyalakzaRatve'pi,dravyalakzaRatve+api
dravyalakzaRABAvAddravyaM,dravyalakzaRABAvAt+dravyaM
dravyaleSamavApya,dravyaleSam+avApya
dravyavallAkzaRikamiti,dravyavallAkzaRikam+iti
dravyasambanDIti samUhAlaMbanaM,samUhAlaMbanam+tataH
dravyasyAzwO,dravyasya+azwO
dravyasyoktaSAbdaboDAnaDikaraRatvAt,dravyasya+uktaSAbdaboDAnaDikaraRatvAt
dravyahInaYca,dravyahInam+ca
dravyARAmArdraSuzkARAM,dravyARAm+ArdraSuzkARAM
dravyARAmeva,dravyARAm+eva
dravyARItyAdO,dravyARi+ityAdO
dravyARyaguruguggulu,dravyARi+aguruguggulu
dravyARyapekzante,dravyARi+apekzante
dravyARyAkASakAladigAtmamanAMsi,dravyARi+AkASakAladigAtmamanAMsi
dravyARyupasTAtA,dravyARi+upasTAtA
dravyAtvAdivyApterGawAdiprakArakADikaraRe,dravyAtvAdivyApteH+GawAdiprakArakADikaraRe
dravyAdivijYAnIyamaDyAyaM,dravyAdivijYAnIyam+aDyAyaM
dravyAdizvanantarBAvena,dravyAdizu+anantarBAvena
dravyAdInAmanyatamena,dravyAdInAm+anyatamena
dravyAdyanyatamatayopasTite,dravyAdyanyatamatayA+upasTite
dravyAntarakalpanAyAM yavAgUpAkasya,dravyAntarakalpanAyAm+yavAgUpAkasya
dravyABAne'pi,dravyABAne+api
dravyArjanamantarA,dravyArjanam+antarA
dravyopasTitistatra,dravyopasTitiH+tatra
dravyagrahaRamupArjanapam,dravyagrahaRam+upArjanam
dravyapahftya,dravyam+apahftya
dravyamidram,dravyam+idam
dravyarASeridam,dravyarASeH+idam
dravyasyopArjana,dravyasya+upArjana
dravyABAvastu,dravyABAvaH+tu
drazwakAmo raRAtiTiH,drazwakAmaH+raRAtiTiH
drazwavyamiti,drazwavyam+iti
drazwavyA BavadByAM,drazwavyAH+BavadByAm
drazwavyA'smABiH,drazwavyA+asmABiH
drazwuM na,drazwum+na
drazwuM yogyasya,drazwum+yogyasya
drazwukAmastarhi,drazwukAmaH+tarhi
drazwukAmA dvAri,drazwukAmAH+dvAri
drazwumatra,drazwum+atra
drazwumanAstatra,drazwumanAH+tatra
drazwumapArayam,drazwum+apArayam
drazwumapi,drazwum+api
drazwumaBinayaM,drazwum+aBinayaM
drazwumaBinayati,drazwum+aBinayati
drazwumayoDyAyAM,drazwum+ayoDyAyAM
drazwumavAMCat,drazwum+avAMCat
drazwumaSakam,drazwum+aSakam
drazwumAgacCat,drazwum+AgacCat
drazwumAyayuH,drazwum+AyayuH
drazwumAyAtA,drazwum+AyAtA
drazwumAreBe,drazwum+AreBe
drazwumASayA,drazwum+ASayA
drazwumicCati,drazwum+icCati
drazwumicCasi,drazwum+icCasi
drazwumicCAmi,drazwum+icCAmi
drazwumicCAmi,drazwum+icCAmi
drazwumiyeza,drazwum+iyeza
drazwumeva,drazwum+eva
drazwumevaM,drazwum+evaM
drazwumezizyanti,drazwum+ezizyanti
drazwumEcCat,drazwum+EcCat
drazwukAmo'BUt,drazwukAmaH+aBUt
drazwumAreBe,drazwum+AreBe
drAktaramaSayo'DunA,drAktaramahASayaH+aDunA
drAktaramahABAgaScikitsAlaye,drAktaramahABAgaH+cikitsAlaye
drAktarAstu,drAktaH+astu
drAktaro'pi,drAktaraH+api
drAktArARAM patnyo'pyupacArErjIveyustadA,drAktArARAm+patnyA
drAkzAstabakezvapatat,drAkzAstabakezu+apatat
drAkzAstu,drAkzAH+tu
drAktaravidyAmapaWat,drAktaravidyAm+apaWat
