yasmAjjAyate,yasmAt+jAyate
haradevahastAdAtmAnaM,haradevahastAt+AtmAnam
anarTo'yaM,anarTaH+ayam
BavizyatIti,Bavizyati+iti
mocayediti,mocayet+iti
tadovAca,tadA+uvAca
ripurayam,ripuH+ayam
svAmiGAtaM karozi,svAmiGAtam+karozi
vyavahAramavalokya,vyavahAram+avalokya
punaruktam,punaH+uktam
kAryaM viDeyam,kAryam+viDeyam
yadanena,yat+anena
sovAca,saH+uvAca
nAhaM,na+aham
tavEva,tava+eva
prajYAparADo'yam,prajYAparADaH+ayam
pAtito'yam,pAtitaH+ayam
yadyevaM,yadi+evam
kimatra,kim+atra
DarmahAniriti,DarmahAniH+iti
haradevaSca,haradevaH+ca
glAnimanvaBUtAm,glAnim+anvaBUtAm
cAvalokya,ca+avalokya
tvamasi,tvam+asi
kimicCasi,kim+icCasi
tvamasi,tvam+asi
vicAritamAsIt,vicAritam+AsIt
yadiyaM,yat+iyam
so'dyAvaDi,saH+adyAvaDi
kIdfSamudAraBAvaM,kIdfSam+udAraBAvam
tayoktam,tayA+uktam
BaginItvamurarIkftam,BaginItvam+urarIkftam
kadAcidapi,kadAcit+api
durdfzwirviDeyA,durdfzwiH+viDeyA
kaTamapi,kaTam+api
haradevaM pratyuktavatI,haradevam+pratyuktavatI
hfdayAnnisAraya,hfdayAt+niHsAraya
nAta,na+ata
pUrvavanmEtrI,pUrvavat+mEtrI
tvayA'pi,tvayA+api
uBAByAmutaM,uBAByAm+uktam
kArAnmuktirBavitA,kArAnmuktiH+BavitA
tacCrutam,tat+Srutam
gfhamAgata,gfham+Agata
dayABAvaM ca,dayABAvam+ca
saMtuzwo mohana,saMtuzwaH+mohana
tAM praSasaMsa,tAm+praSasaMsa
tasyOdAryaM,tasya+OdAryam
manvAno haradeva,manvAnaH+haradeva
tatsamIpamAgata,tatsamIpam+Agata
jAtasaMtozaSciraM,jAtasaMtozaH+ciciram
rAmApi,rAmA+api
tAvadeva,tAvat+eva
mohanadevasamIpamAnItavatI,mohanadevasamIpam+AnItavatI
iyaM rAmA,iyam+rAmA
cAyaM,ca+ayam
tvayAvalokita,tvayA+avalokita
AvayorBrAtA,AvayoH+BrAtA
haradevenApi,haradevena+api
AvayorBrAtA,AvayoH+BrAtA
saMjAteti,saMjAtA+iti
svasamIpamAhUta,svasamIpam+AhUta
rAjyasyAsya,rAjyasya+asya
koSADyakzapadamalaNkftvA,koSADyakzapadam+alaNkftvA
saMtozayizyasIti,saMtozayizyasi+iti
saDanyavAdamaNgIkftaM,saDanyavAdam+aNgIkftam
vyApArAdiBiSca,vyApArAdiBiH+ca
aTEkadA,aTa+ekadA
vanapavanamupasevya,vanapavanam+upasevya
pratyAvartamAno'haM,pratyAvartamAnaH+aham
kvacittaraNgiRItIraByAse,kvacit+taraNgiRItIraByAse
kadalikAmiva,kadalikAm+iva
kalahaMsikAmiva,kalahaMsikAm+iva
malinImiva,malinIm+iva
vanavallarImiva,vanavallarIm+iva
marAlImiva,marAlIm+iva
kuNgImiva,kuNgIm+iva
sArikAdArikAmiva,sArikAdArikAm+iva
ratimiva,ratim+iva
surasundarIsahodarImiva,surasundarIsahodarIm+iva
niScetumapArayam,niScetum+apArayam
paramasO,param+asO
tvaruntudADinipIqitA'pi,tvaruntudADinipIqitA+api
sasammAnamaByutTAya,sasammAnam+aByutTAya
ahantu,aham+tu
prazwukamo'pi,prazwukamaH+api
cetasyacintyaM,cetasi+acintyam
sarvaTA'parijAtaparicayaleSAM,sarvaTA+aparijAtaparicayaleSAm
suvezAmenAM,suvezAm+enAm
ityaSlIlatvam,iti+aSlIlatvam
SrImatIti,SrImatI+iti
ramaRIti,ramaRI+iti
BAminIti,BAminI+iti
BaginIti,BaginI+iti
mAtariti,mAtari+iti
vayo'nanukUlatvam,vayaH+ananukUlatvam
putrIti,putrI+iti
kuwumbinIti,kuwumbinI+iti
kimaBiDAnaM,kim+aBiDAnam
ityevaM,iti+evam
BartukAmABirAmA'pi,BartukAmABirAmA+api
visramBo mAM,visramBaH+mAm
kaTamahaM,kaTam+aham
kaTitaYca,kaTitam+ca
samutpannA'DanyA,samutpannA+aDanyA
nAhaM,na+aham
svalpamapi,svalpam+api
punarAgatadAraBAre,punaH+AgatadAraBAre
vimAturADipatye,vimAtuH+ADipatye
kaTamapi,kaTam+api
yugasAhasrImiva,yugasAhasrIm+iva
sAmprataYca,sAmpratam+ca
kOmAramApannA,kOmAram+ApannA
idAnImiha,idAnIm+iha
gaNgAsnAnApadeSenAgatO,gaNgAsnAnApadeSena+AgatO
madDetornityaM,madDetoH+nityam
BArate'smatsadfSInAM,BArate+asmatsadfSInAm
janmEva,janma+eva
SUnyamiva,SUnyam+iva
caraRatalAcca,caraRatalAt+ca
sKaliteva,sKalitA+eva
kanyAmaraRantu,kanyAmaraRam+tu
kfte'nalpasya,kfte+analpasya
hfdayamudvijate,hfdayam+udvijate
paSupakziByo'pi,paSupakziByaH+api
idantu,idam+tu
yadasmAkaM,yat+asmAkam
druhAntastaM,druhAntaH+tam
hfdayavidArakaYca,hfdayavidArakam+ca
manIziRo'pi,manIziRaH+api
kveyaM,kva+iyam
duhitfSabdasyApi,duhitfSabdasya+api
dogDervA,dogDeH+vA
DanaM pradarSayanti,Danam+pradarSayanti
mahatAmapi,mahatAm+api
kanyApitftvaYca,kanyApitftvam+ca
gfhameDinAmaDikataraM,gfhameDinAm+aDikataram
pitarAveva,pitarO+eva
sTARoraparADo,sTARoH+aparADaH
sarvasyAsya,sarvasya+asya
pARipIqanameva,pARipIqanam+eva
pArasparikapratisparDA''varttaSataparipatitA,pArasparikapratisparDA+AvarttaSataparipatitA
DanavyayaM cikIrzanta,Danavyayam+cikIrzanta
kiM kadApi,kim+kadApi
iyadDanaM,iyat+Danam
iyaddeyam,iyat+deyam
kasmEcidapi,kasmEcit+api
tameva,tam+eva
kAkaRImAtramapi,kAkaRImAtram+api
yaddadAti,yat+dadAti
yaYca,yam+ca
tatsarvaM samAje,tatsarvam+samAje
pratizWApayitumeva,pratizWApayitum+eva
asyAM sTitO,asyAm+sTitO
kalayantIha,kalayanti+iha
samAgatAsmIti,samAgatAsmi+iti
golagOrakapolayugalamalaNkftavatI,golagOrakapolayugalam+alaNkftavatI
vilokyEtat,vilokya+etat
maddayitayA'BihitamsatyaM,maddayitayA+aBihitamsatyam
dampatyorvipula,dampatyoH+vipula
kalahakolAhalo'jaYjanizwa,kalahakolAhalaH+ajaYjanizwa
kaTamapi,kaTam+api
puRyaM gadanti,puRyam+gadanti
prakftyEva,prakftyA+eva
nitarAM,nitarAm+
kiM puna,kim+puna
evamanavasita,evam+anavasitaH
tatrAgatavantO,tatra+AgatavantO
yAvalokya,yA+avalokya
sahasEva,sahasA+eva
saMvftAtmavadanaBAvaBaNgatara,saMvftAtm+avadanaBAvaBaNgatara
samAyAtAsmIti,samAyAtAsmi+iti
svASramamupetya,svASramam+upetya
vyApfto'Bavam,vyApftaH+aBavam
pratyAvartiteti,pratyAvartitA+iti
bahirgacCati,bahiH+gacCati
salilamAnayati,salilam+Anayati
viDerviDAnaM,viDeH+viDAnam
yaTAkaTamapi,yaTAkaTam+api
asADucaritamapi,asADucaritam+api
kuwumbijanAnapi,kuwumbijanAn+api
AtmIyatvamupanayantI,AtmIyatvam+upanayantI
sarvezAmapi,sarvezAm+api
vittavyApAramapi,vittavyApAram+api
sEva,sA+eva
godAhanAdikArye'pi,godAhanAdikArye+api
vyApAre'pi,vyApAre+api
nAtmana,na+Atmana
gItAprasaMgezvapi,gItaprasaMgezu+api
hfdayamAharati,hfdayam+Aharati
ADivyADinivArakopacArezvapi,ADivyADinivArakopacArezu+api
bAlAnapi,bAlAn+api
ramBApi,ramBA+api
imAmeva,imAm+eva
sampAdanIyamasti,sampAdanIyam+asti
uzasyeva,uzasya+eva
jalamAnetuM,jalam+Anetum
kAsArakUlamupetA,kAsArakUlam+upetA
sahasEva,sahasA+eva
syUtamupaDAnIkftya,syUtam+upaDAnIkftya
BItaBIteva,BItaBItA+eva
kuto'tra,kutaH+atra
drutameva,drutam+eva
janamanavalokya,janam+anavalokya
tamupAyayO,tam+upAyayO
SrIkaRWo'pi,SrIkaRWaH+api
praBAtasuzamAmiva,praBAtasuzamAm+iva
savismayamuvAca,savismayam+uvAca
kaTamuzasi,kaTam+uzasi
prAptAsi,prAptA+asi
kinnimittakaM,kim+nimittakam
atrAgamanam,atra+Agamanam
priyajanadarSanotkaRWEva,priyajanadarSanotkaRWA+eva
kftAvaguRWanA,kftO+aguRWanA
nADikaM,na+aDikam
SrIkaRWo'pi,SrIkaRWaH+api
mOnamavalambya,mOnam+avalambya
pUrvAmeva,pUrvAm+eva
drutameva,drutam+eva
mandatAmupetAni,mandatAm+upetAni
SrIkaRWo'pi,SrIkaRWaH+api
sahasEva,sahasA+eva
adfzwEva,adfzwA+eva
sahaseva,sahasA+eva
vidaDustaM,vidaDuH+tam
muKaritaM ca,muKaritam+ca
akaruRo'yaM,akaruRaH+ayam
akasmAdeva,akasmAt+eva
pratikUlatAYca,pratikUlatAm+ca
puraskurvato'pi,puraskurvataH+api
nAsya,na+asya
kaTaMkaTamapi,kaTaMkaTam+api
prAtareva,prAtaH+eva
BAmatIM vIkzya,BAmatIm+vIkzya
kaTaM rAtrO,kaTam+rAtrO
nidrAM na,nidrAm+na
SrAvayitumAgatA,SrAvayitum+AgatA
kimasti,kim+asti
priyaM SrAvaya,priyam+SrAvaya
drazwumAgata,drazwum+Agata
syAddarSanIya,syAt+darSanIya
drazwumAgata,drazwum+Agata
sa uktavAn,saH+uktavAn
tvamapi,tvam+api
tavApi,tO+api
tavApi,tO+api
drutameva,drutam+eva
tato nirgatA,tataH+nirgatA
anapatyatAmuddiSya,anapatyatAm+uddiSya
sASrukaRWeva,sASrukaRWA+eva
BavAdfSo vidvAn,BavAdfSaH+vidvAn
asmAkaM kule,asmAkam+kule
pUrvajAstu,pUrvajAH+tu
tvayyeva,tvayyA+eva
etAvatEva,etAvatA+eva
jalapAtramAdAya,jalapAtram+AdAya
gfhAdbahiH,gfhAd+bahiH
pratIkzamAReva,pratIkzamARA+iva
kaTamekAntata,kaTam+ekAntata
krIqitamasmin,krIqitam+asmin
SAlAvedikAyAmuvizwa,SAlAvedikAyAm+upavizwa
kaTaM vismarAmi,kaTam+vismarAmi
cAkacikyameva,cAkacikyam+eva
hArdaM mADuryam,hArdam+mADuryam
yadatra,yat+atra
sahakAritvaYca,sahakAritvam+ca
krIqatAmasmAkaM,krIqatAm+asmAkam
sOhArdamAsIt,sOhArdam+AsIt
dfzwipaTamAyAti,dfzwipaTam+AyAti
no divasA,naH+divasA
satyaM vadasi,satyam+vadasi
paraM purA,param+purA
yadAsIt,yat+AsIt
nAsti,na+asti
prAptAsti,prAptA+asti
saptAhaM yAvat,saptAham+yAvat
punarmilAmi,punaH+milAmi
bahirgata,bahiH+gata
mayUrIva,mayUrI+iva
SIGrameva,SIGram+eva
prAptAsIt,prAptA+AsIt
SrIkaRWo'pi,SrIkaRWaH+api
gfhAnnirgate,gfhAt+nirgate
prasuptAyAYca,prasuptAyAm+ca
SAntatAmupete,SAntatAm+upete
pUrvameva,pUrvam+eva
sADitamAsIt,sADitam+AsIt
pitfcCAyAmavApya,pitfcCAyAm+avApya
ekameva,ekam+eva
apatyamAsIt,apatyam+AsIt
striyo'pi,striyaH+api
grAmajano'pi,grAmajanaH+api
dAsyaSca,dAsyaH+ca
grAmamaryAdAM paripAlanaparAyaRA,grAmamaryAdAm+paripAlanaparAyaRA
samupavizwAyAM pIWe,samupavizwAyAm+pIWe
AgrahaM vidaDAnA,Agraham+vidaDAnA
sopahAsamuvAca,sopahAsam+uvAca
idaM te,idam+te
sAmprantu,sAmpratam+tu
kimidaM,kim+idam
ramBAM maDye,ramBAm+maDye
kaTaM vArayasi,kaTam+vArayasi
avalokitamasyA,avalokitam+asyA
pallavikAsvapi,pallavikAsu+api
saMketamiva,saMketam+iva
sAmpratikAnAmiva,sAmpratikAnAm+iva
kimatItasya,kim+atItasya
etadeva,etat+eva
liKitamAsIt,liKitam+AsIt
BAgyameva,BAgyam+eva
patireva,patiH+eva
vallaBaHtu,vallaBaH+tu
devakanyAm grAmaSUkarIH,devakanyAm+grAmaSUkarIH
kimasyAH,kim+asyAH
vArDakyamiva,vArDakyam+iva
balAdapAvfte,balAd+apAvfte
mOnameva,mOnam+eva
kiM BaRAmi,kim+BaRAmi
vaYcito'Bavam,vaYcitaH+aBavam
kaTamapi,kaTam+api
sarvamapi,sarvam+api
Srutameva,Srutam+eva
mAmaBinandanti,mAm+aBinandanti
Bavatyapi,Bavati+api
BaginIdvayamAsIt,BaginIdvayam+AsIt
uBe'pi,uBe+api
ekaSca,ekaH+ca
rugRAvasTAyAmeva,rugRAvasTAyAm+eva
suviditameva,suviditam+eva
anayEva,anayA+eva
samupalabDamidaM,samupalabDam+idam
sApi,sA+api
etAvadeva,etAvat+eva
pAvakajvAleva,pAvakajvAlA+iva
praRayaM pratijYA,praRayam+pratijYA
pOruzaM BajamAnena,pOruzam+BajamAnena
kaTaM na,kaTam+na
BavatyASca,BavatyAH+ca
uBe'pi,uBe+api
ka AsIt,kaH+AsIt
vizaye'pi,vizaye+api
BaRitamAsIt,BaRitam+AsIt
gItAnyapi,gItAni+api
ahamapi,aham+api
nUnaM viDinA,nUnam+viDinA
nApi,na+api
mayApi,mayA+api
vedanApAvakaM sahamAnena,vedanApAvakam+sahamAnena
hastopagatAmapi,hastopagatAm+api
hApitaM hataviDinA,hApitam+hataviDinA
amUlyaM ratnam,amUlyam+ratnam
SrIkaRWasyApi,SrIkaRWasya+api
hfdayamatIva,hfdayam+atIva
anutApataptamaBUt,anutApataptam+aBUt
uBayorapi,uBayoH+api
SItalapeyamAnetuM,SItalapeyam+Anetum
BAmatIM sAntvayan,BAmatIm+sAntvayan
ahamapi,aham+api
SrIkaRWABimuKaM BUtvA,SrIkaRWABimuKam+BUtvA
mAsAtpurvameva,mAsAtpUrvam+eva
mAmupetya,mAm+upetya
pARigrahaRakAlAtpUrvameva,pARigrahaRakAlAtpUrvam+eva
maMgalavyavasTAM kftvA,maMgalavyavasTAm+kftvA
tvAM hftvA,tvAm+hftvA
ahamapi,aham+api
rukmiRIva,rukmiRI+iva
kurvannasmi,kurvan+asmi
kiM kuryAm,kim+kuryAm
pApaM manyamAna,pApam+manyamAna
tato virate,tataH+virate
kimasti,kim+asti
mamApi,mama+api
BAryApi,BAryA+api
sApi,sA+api
vanDyeti,vanDyA+iti
AgraheREva,AgraheRa+eva
sTitimeva,sTitim+eva
ahameva,aham+eva
svapnadarSanamapi,svapnadarSanam+api
tvadanusmftireva,tvadanusmftiH+eva
prasAdAdeva,prasAdAt+eva
atarkito'yaM,atarkitaH+ayam
ityapi,iti+api
kimasti,kim+asti
etAvatEva,etAvatA+eva
SItapeyamAdAya,SItapeyam+AdAya
BAmatImuvAca,BAmatIm+uvAca
kimAgata,kim+Agata
vipralamBaSfNgAramuddIpayan,vipralamBaSfNgAram+uddIpayan
sarvezAmapi,sarvezAm+api
nAtmana,na+Atmana
nApi,na+api
SrIkaRWameva,SrIkaRWam+eva
kimiti,kim+iti
mayEva,mayA+eva
strIhaWamASritya,strIhaWam+ASritya
kaTaM na,kaTam+na
AtmahatyABayaM darSayitvA,AtmahatyABayam+darSayitvA
kaTaM na,kaTam+na
nizPalIkfto mAtulasya,nizPalIkftaH+mAtulasya
nAsti,na+asti
nApi,na+api
gamizyatIti,gamizyati+iti
nAhaM,na+aham
SrIkaRWasyApi,SrIkaRWasya+api
iyacciraM,iyat+ciram
maDuraYca,maDuram+ca
payaSca,payaH+ca
paramadya,param+adya
virahamanuBavantyo,viraham+anuBavantyaH
grAmawikAvAsinyo'pi,grAmawikAvAsinyaH+api
ASveva,ASvA+iva
SrIkaRWo'pi,SrIkaRWaH+api
praTamadivasAtparaM,praTamadivasAt+param
pravyaTitamAsIt,pravyaTitam+AsIt
prayARamiva,prayARam+iva
gfhamapi,gfham+api
uzasyeva,uzasya+eva
pUrvameva,pUrvam+eva
jalakumBamAdAya,jalakumBam+AdAya
SrIkaRWamanuDAvadBi,SrIkaRWam+anuDAvadBi
ezo'pi,ezaH+api
raTamAropita,raTam+Aropita
svamanoraTamiva,svamanoraTam+iva
balAdAkfzya,balAt+Akfzya
sApi,sA+api
saMjYAmavApa,saMjYAm+avApa
aparataSca,aparataH+ca
tatrABAva,tatra+aBAvaH
dfzwipaTamAyAti,dfzwipaTam+AyAti
saMskftimevaM,saMskftim+evam
kzatriyARAmUrjasvala,kzatriyARAm+Urjasvala
niKile'pi,niKile+api
candracandrikeva,candracandrikA+eva
prasarannavartata,prasaran+avartata
puruzARAmapitu,puruzARAm+apitu
kfte'pi,kfte+api
sakale'pi,sakale+api
sABimAnamagIyanta,sABimAnam+agIyanta
candanapurarAjyantezvanyatamam,candanapurarAjyantezu+anyatamam
pratApamaNgIkftya,pratApam+aNgIkftya
aDInatvaYca,aDInatvam+ca
yudDakOSalaYca,yudDakOSalam+ca
sarvasvamamanyanta,sarvasvam+amanyanta
janasaMhAraSca,janasaMhAram+ca
svarAjanmaBUmergOravasya,svarAjanmaBUmeH+gOravasya
prARAnapi,prARAn+api
saharzamutsfzwavanta,saharzam+utsfzwavanta
rAjyaSAsanamakArzIt,rAjyaSAsanam+akArzIt
tasyEkAkinI,tasya+ekAkinI
tamalaYcakAra,tam+alaYcakAra
rAjAnamaBilakzya,rAjAnam+aBilakzya
gahAnAdaro'vartizwa,gahAnAdaraH+avartizwa
paralokamagAt,paralokam+agAt
alpo'pi,alpaH+api
yOvanamApede,yOvanam+Apede
paripUrRakalAvataScandramasa,paripUrRakalAvataH+candramasa
SAstrARAYca,SAstrARAm+ca
sahEva,saha+eva
Sastrezvapi,Sastrezu+api
kOSalamakzikzyata,kOSalam+akzikzyata
apratihatA'pratirUpA,apratihatA+apratirUpA
kevalantayA,kevalam+tayA
evADigatA,eva+aDigatA
parantasyA,param+tasyA
rAjyapraSAsane'pi,rAjyapraSAsane+api
gatirAsIt,gatiH+AsIt
patAkApi,patAkA+api
svIyABirantaraNgasaKIBi,svIyABiH+antaraNgasaKIBi
girijAmandiramagamat,girijAmandiram+agamat
AmodapramodaSca,AmodapramodaH+ca
prajAnAmavartata,prajAnAm+avartata
prasAdayitumatikaWorA,prasAdayitum+atikaWorA
SaNkaro'pi,SaNkaraH+api
tAM paramaprIta,tAm+paramaprIta
praBftyavanatANgi,praBfti+avanatANgi
tavAsmi,tava+asmi
kaTEzA,kaTA+ezA
rasaBaranirBarAnakArzIt,rasaBaranirBarAn+akArzIt
ftuseno'pi,ftusenaH+api
tatrAjagAma,tatra+ajagAma
praTamadfzwireva,praTamadfzwiH+eva
premapASe'baDnAt,premapASe+abaDnAt
sASIrvacoBiraBinandya,sASIrvacoBiH+aBinandya
tayorvivAhaM,tayoH+vivAham
same'pi,same+api
samastamapi,samastam+api
nagaramullAsapArAvAre,nagaram+ullAsapArAvAre
nimagnamAsIt,nimagnam+AsIt
uBAvapi,uBO+api
DanyataramakurutAm,Danyataram+akurutAm
harzo'yaM,harzaH+ayam
saptadinAvaDiraBUt,saptadinAvaDiH+aBUt
karakAvfzwiriva,karakAvfzwiH+iva
tayorjIvanaM,tayoH+jIvanam
samAkIrRamaBavat,samAkIrRam+aBavat
anye'pi,anye+api
pratyAvartanasyASAM,pratyAvartanasya+ASAm
yadayaM,yat+ayam
BIkaratAmapi,BIkaratAm+api
ftusenasyAByarTanAM,ftusenasya+aByarTanAm
pravfttimajAMnantI,pravfttim+AjAMnantI
mOnamasahyaM,mOnam+asahyam
niScetumasamarTA,niScetum+asamarTA
kevalamanDakAra,kevalam+anDakAraH
duKAyEva,duKAya+eva
kiM saMvfttam,kim+saMvfttam
kiM tena,kim+tena
vismftiM prApitA,vismftim+prApitA
kintasya,kim+tasya
evaM kAle,evam+kAle
sakalantasyodantaM,sakalam+tasyodantam
cezwitumiyeza,cezwitum+iyeza
sakalamapi,sakalam+api
samAroho'yaM,samArohaH+ayam
mahotsavasyAsya,mahotsavasya+asya
sumahanmahatvam,sumahat+mahatvam
divase'smin,divase+asmin
SaNkaramaprIRAt,SaNkaram+aprIRAt
premARamalaBata,premARam+alaBata
tasyArdDANge,tasya+ardDANge
parAkAzWAM prApnot,parAkAzWAm+prApnot
samA api,samAH+api
dine'smin,dine+asmin
nAnAviDopahArAMSca,nAnAviDopahArAn+ca
pravfttirapi,pravfttiH+api
nAsAditA,na+AsAditA
BfSamajIryata,BfSam+ajIryata
roditumAreBe,roditum+AreBe
pituragre,pituH+agre
pitaramavAdIt,pitaram+avAdIt
nirmamaSca,nirmamaH+ca
patnImapi,patnIm+api
kintasya,kim+tasya
kimaparAdDam,kim+aparAdDam
mahotsave'pi,mahotsave+api
evAhaM,eva+aham
sTAneByo'pi,sTAneByaH+api
nAnAviDopahArEraBinandayanti,nAnAviDopahArEH+aBinandayanti
ahamasmi,aham+asmi
tamaDikftya,tam+aDikftya
samupajAtAmASaNkAM,samupajAtAm+ASaNkAm
niKilamapi,niKilam+api
so'cintayad,saH+acintayad
svajIvanamapi,svajIvanam+api
sTitiriyaM,sTitiH+iyam
sa Aha,saH+Aha
samAdaraYca,samAdaram+ca
rakzitumeva,rakzitum+eva
evamavAdIt,evam+avAdIt
vfttAntamaSrOzIt,vfttAntam+aSrOzIt
utsukatAyASca,utsukatAyAH+ca
hfdayamAkrAntam,hfdayam+AkrAntam
yattayA,yat+tayA
svAmaparADinIM,svAm+aparADinIm
tAmapAWayat,tAm+apAWayat
liKitamAsIt,liKitam+AsIt
yadyudDe,yat+yudDe
vIragatimalaBata,vIragatim+alaBata
prARASca,prARAn+ca
yadasya,yat+asya
sTitiravagatA,sTitiH+avagatA
saMkawamayyAmasyAM,saMkawamayyAm+asyAm
BavitumEcCat,Bavitum+EcCat
janako'pi,janakaH+api
kiYcidapi,kiYcit+api
yadiyaM,yat+iyam
kaTamapi,kaTam+api
janako'ByarTita,janakaH+aByarTita
asmeva,aham+eva
nirvoumaBilazAmi,nirvoum+aBilazAmi
svAtmAnamAtmana,svAtmAnam+Atmana
ftusenaYca,ftusenam+ca
caraRakamalayoraByAse,caraRakamalayoH+aByAse
kzaRamapi,kzaRam+api
samprezitumarhati,samprezitum+arhati
piturAjYAM,pituH+AjYAm
balAnAdideSa,balAn+AdideSa
kartumAreBe,kartum+AreBe
kutracicca,kutracit+ca
niKilamapi,niKilam+api
Satrurapi,SatruH+api
viSramayitumAdideSa,viSramayitum+AdideSa
svayaYca,svayam+ca
parAjayo'NgIkfta,parAjayaH+aNgIkfta
sollAsaYca,sollAsam+ca
sarvErapi,sarvEH+api
prajAjanEraBinandita,prajAjanEH+aBinandita
rAjYo ftusenasya,rAjYaH+ftusenasya
gfhagamanamayAcata,gfhagamanam+ayAcata
ftusenasyAnujA,ftusenasya+anujA
taM prati,tam+prati
prArTito'pi,prArTitaH+api
sTAtumanuyukta,sTAtum+anuyukta
praRayanivedanamupaSrutya,praRayanivedanam+upaSrutya
gantumiyeza,gantum+iyeza
gfhamAgatAM,gfham+AgatAm
manyamAno'titarAM,manyamAnaH+atitarAm
vfttAntaYca,vfttAntam+ca
hfdayAnnisftaM,hfdayAt+nisftam
DanyaBAvAYca,DanyaBAvam+ca
prezito yuvAsenAnI,prezitaH+yuvAsenAnI
hArdikAnABArAn,hArdikAn+ABArAn
momudyamAnaScetasi,momudyamAnaH+cetasi
tAYca,tAm+ca
SvaSurarAjyamAjagAma,SvaSurarAjyam+AjagAma
sakalamapi,sakalam+api
vfttAntamapi,vfttAntam+api
vfttAntamavedayat,vfttAntam+avedayat
aparaYca,aparam+ca
prARAnapi,prARAn+api
tAmavarodDuM,tAm+avarodDum
nAhaM,na+aham
nirBaro'vartata,nirBaraH+avartata
kartavyameva,kartavyam+eva
vIrAgragaRyatAYca,vIrAgragaRyatam+ca
Danyo'haM,DanyaH+aham
DanyaBAgyo'haM,DanyaBAgyaH+aham
yasyEvaMviDA,yasya+evaMviDA
kzatriyARAmasmAkaM,kzatriyARAm+asmAkam
sakalamapi,sakalam+api
yasyAmetAdfSyo,yasyAm+etAdfSyaH
pikAqalInAmaDeyAjjanAvAsAnnirgata,pikAqalInAmaDeyAjjanAvAsAt+nirgataH
evAsam,eva+Asam
zaRmAsapUrvameva,zaRmAsapUrvam+eva
dillyAScaRqo,dillyAH+caRqaH
gantumekapade,gantum+ekapade
niScayamakArzam,niScayam+akArzam
nizpratyUhAsId,nizpratyUha+AsId
rAmamandirAnnirgacCatA,rAmamandirAt+nirgacCatA
sahaBAginamakarot,sahaBAginam+akarot
kamalApi,kamalA+api
DarmaparAyaRatApi,DarmaparAyaRatA+api
mukto jAta,muktaH+jAta
saMketamakaravam,saMketam+akaravam
mAmasakfd,mAm+asakfd
pArSvato nissftO,pArSvataH+nissftO
karRayorapatat,karRayoH+apatat
yAvadahaM,yAvat+aham
yAvatpaSyAmi,yAvat+paSyAmi
bAlo karkarA,bAlaH+karkarA
nAhaM,na+aham
kimarTamekatAnaM,kimarTam+ekatAnam
AisakrImayAnamasTAt,AisakrImayAnam+asTAt
spfhayAsvAdayantyAvatizWatAm,spfhayAsvAdayantyA+avatizWatAm
ahamAMglyA,aham+AMglyAH
mandamapfcCaM,mandam+apfcCam
yuvAmatrEva,yuvAm+atrEva
drazwumIhe,drazwum+Ihe
muhUrtaM pratipAlayatu,muhUrtam+pratipAlayatu
svAmivaryyaM pfzwvA,svAmivaryyam+pfzwvA
sAvAdIt,sa+avAdIt
gurorvaca,guroH+vaca
kftAYjalirmama,kftAYjaliH+mama
ahamIkzaRasahAyaM,aham+IkzaRasahAyam
BavanopariBAgaM gatavAn,BavanopariBAgam+gatavAn
idAnImapi,idAnIm+api
bAlo vitardikAM,bAlaH+vitardikAM
te'BiDAnam,te+aBiDAnam
sa nyagAdIt,saH+nyagAdIt
kimatra,kim+atra
mayeti,mayA+iti
tvaritamaBAzata,tvaritam+aBAzata
mAturnAma,mAtuH+nAma
niyamenAvAByAM,niyamena+AvAByAm
rAjapaTe'kzipat,rAjapaTe+akzipat
tadEva,tadA+eva
mAmakaTayat,mAm+akaTayat
BavantaM pratIkzante,Bavantam+pratIkzante
bAlo madvaca,bAlaH+madvaca
SfRvannapi,SfRvan+api
nASfRot,na+aSfRot
SAntidevImanusftya,SAntidevIm+anusftya
kakzAmekAM,kakzAm+ekAm
DUpaganDaSca,DUpaganDaH+ca
yAvadahaM,yAvat+aham
prakozWakaM prAviSam,prakozWakam+prAviSam
DUmro me,DUmraH+me
saMkulamAsIt,saMkulam+AsIt
praRantuM kftatvarA,praRantum+kftatvarA
keSavAnando'bravIt,keSavAnandaH+abravIt
SarkarAM dehi,SarkarAm+dehi
ayaM kzudDirviklavIkfta,ayam+kzudDirviklavIkfta
SAntiSca,SAntiH+ca
kAncicCarkarAkaRAn,kAncit+SarkarAkaRAn
kecinmuKe,kecit+muKe
kzuDaSca,kzuDaH+ca
punaravAdIt,punaH+avAdIt
AsanaM dehi,Asanam+dehi
tUlaBaritamAsanam,tUlaBaritam+Asanam
kuSanaM,kuSanam+
gurorAsanasya,guroH+Asanasya
niScayo'BilAzo,niScayaH+aBilAzaH
paramidAnIM,param+idAnIm
duzkaramajani,duzkaram+ajani
BajanakIrtanaprasAdAdUrDvamapi,BajanakIrtanaprasAdAdUrDvam+api
kaYcitkAlaM,kaYcit+kAlam
svavfttaM SrAvayAmAsa,svavfttam+SrAvayAmAsa
cAvaDAnena,ca+avaDAnena
mEttyamajAyata,mEtryam+ajAyata
so'pi,saH+api
rAjakIyo'DIkArI,rAjakIyaH+aDIkArI
sAmpratamASramasaMnikfzwe,sAmpratam+ASramasaMnikfzwe
