aM gaRAya,am+gaRAya
budDirgrAhyamitIndriyam,budDiH+grAhyam+iti+indriyam
budDirBrAtfsutayordarSanena,budDiH+BrAtfsutayoH+darSanena
budDirmUrcCitevAnuBUtA,budDiH+mUrcCitA+iva+anuBUtA
budDirvyavasAyopi,budDiH+vyavasAyaH+api
budDiviSezavizayatvAdinA'nugatIkftendratvacandratvAdiviSizwe,budDiviSezavizayatvAdinA+anugatIkftendratvacandratvAdiviSizwe
budDivizayatA'vacCedakatvaM tadavacCedakamapItyarTaH,budDivizayatA'vacCedakatvam+tadavacCedakam+api+ityarTaH
budDivizayatA'vacCedakatvaM BAsata,budDivizayatA'vacCedakatvam+BAsata
budDivizayatA'vacCedakatvaBAnaM SaNkate,budDivizayatA'vacCedakatvaBAnam+SaNkate
budDivizayatA'vacCedakatvasTopalakzaRatayEva,budDivizayatA'vacCedakatvasTa+upalakzaRatayA+eva
budDivizayatA'vacCedakatvasyAvyAvartakatayA,budDivizayatA'vacCedakatvasya+avyAvartakatayA
budDivizayatA'vacCedakaDarmavAnitibudDyA,budDivizayatA'vacCedakaDarmavAn+itibudDyA
budDivizayastAdfSa,budDivizayaH+tAdfSa
budDisTakarmakAnayanasyEva,budDisTakarmakAnayanasya+eva
budDisTatvAdikaM na,budDisTatvAdikam+na
budDisTatvAditi,budDisTatvAt+iti
budDisTatvAderhetutvAd,budDisTatvAdeH+hetutvAd
budDisTaprakAratvenEvopasTitiprasaNgaH,budDisTaprakAratvena+eva+upasTitiprasaNgaH
budDisTaprakAravAMstatpadaSakya,budDisTaprakAravAn+tatpadaSakya
budDihInA Bavanti,budDihInAH+Bavanti
budDerasaMBavAt,budDeH+asaMBavAt
budDerDravaM,budDeH+DravaM
budDerna,budDeH+na
budDeryaTArTatvavat,budDeH+yaTArTatvavat
budDeScAturyamapekzate,budDeH+cAturyam+apekzate
budDyAKyAnyaTa,budDyAKyAni+aTa
budDyAdikaM kvacidASritaM kvacidASritaM BAvarUpakAryatvAd,budDyAdikam+kvacidASritam+kvacidASritam+BAvarUpakAryatvAd
budDyAdikAryamanupalabDikAraRezvasatsu,budDyAdikAryam+anupalabDikAraRezu+asatsu
budDyAdikAryasyAnulabDeranupalamBAdaBAvasidDAvanupalabDiviparItopalabDyupapatteH,budDyAdikAryasya+anulabDeH+anupalamBAt+aBAvasidDO+anupalabDiviparItopalabDyupapatteH
budDyAdikAryARAmASrayaBUto'numAtavyaH,budDyAdikAryARAm+ASrayaBUtaH+anumAtavyaH
budDyAdyupalabDernABAvasADakAnupalabDiriti,budDyAdyupalabDeH+na+aBAvasADakAnupalabDiH+iti
buDanIM grAmaM grAmaM prApayasi,buDanIm+grAmam+grAmam+prApayasi
buDanIM tatyAjetyanyA,
buDanIM nyakkartumAreBe,buDanIm+nyakkartum+AreBe
buDanIM prati,buDanIm+prati
buDanIM vijYApayati,buDanIm+vijYApayati
buDanIM svagArhasTyapariDO,buDanIm+svagArhasTyapariDO
buDanIti,buDanI+iti
buDanItyekA,
buDanImAdAya,buDanIm+AdAya
buDanIvftaM savistaraM savistaraM samIkzitavatyastAsAM samIkzitavatyastAsAM sTiti,
buDanyapi,buDani+api
buDanyapi,buDanI+api
buDanyAmeva,buDanyAm+eva
buDaScApAkzapARiH,buDaH+cApAkzapARiH
buDasUrideSanAmevaM,buDasUrideSanAm+evaM
buDasUririti,buDasUriH+iti
buDasUriridaM,buDasUriH+idaM
buDAcAryamapi,buDAcAryam+api
buDAcAryA milanti,buDAcAryAH+milanti
buDAcAryo'yaM,buDAcAryaH+ayaM
buDAnAmapi,buDAnAm+api
buDErDurIREH,buDEH+DurIREH
buDo jAtu,buDaH+jAtu
buDo vipadastaraRam,buDaH+vipadastaraRam
buDdipAwavamAsAditam,buDdipAwavam+AsAditam
buDyatyasO,buDyati+asO
buDyantyeva,buDyanti+eva
buboDayizatavyarTanizWAyA vA,buboDayizatavyarTanizWAyAH+vA
buboDayizAyAM padArTottarasvArTEkatvasya,buboDayizAyAm+padArTottarasvArTEkatvasya
buBukzayOdanamayamiva,buBukzayA+odanamayam+iva
buBukzitA vayaM,buBukzitAH+vayaM
buBukzurdarBasaMstare,buBukzuH+darBasaMstare
buButsAyAmAha,buButsAyAm+Aha
buButsAyAmitTaM,buButsAyAm+itTaM
bfMhaRAyA'laM,bfMhaRAyA+alaM
bfMhaRo rasamadyAdyEH,bfMhaRaH+rasamadyAdyEH
bfMhaRo laNGanaSceti,bfMhaRaH+laNGanaH+ca+iti
bfMhayed vyADiBEzajyamadyastriSokakarSitAn,bfMhayet+vyADiBEzajyamadyastriSokakarSitAn
bfMhayellaNGanIyAn,bfMhayet+laNGanIyAn
bfMhyAMstu,bfMhyAn+tu
bfYca,bfm+ca
bfhacCuRqo hyupavItI,bfhacCuRqaH+hi+upavItI
bfhatkukzirgajAnanaH,bfhatkukziH+gajAnanaH
bfhatkukzirvikftA,bfhatkukziH+vikftA
bfhatsaBAmakArzuH,bfhatsaBAm+AkArzuH
bfhadaSvo nizkrAmati,bfhadaSvaH+nizkrAmati
bfhadaSvo'haM,bfhadaSvaH+ahaM
bfhadAkAro hIraH,bfhadAkAraH+hIraH
bfhadrASiM,bfhat+rASiM
bfhannalArjuno BAryA,bfhannalA+arjunaH+BAryA
bfhaspateti,bfhaspate+iti
benJiyonastu,benJiyonaH+tu
benyahUdo'pi,benyahUdaH+api
berutnagarameva,berutnagaram+eva
beharaSca,beharaH+ca
beharaSceti,beharaH+ca+iti
beharastu,beharaH+tu
beharasyApi,beharasya+api
boKArAdeSotpAditadukUlErnavaratnaKacitABaraRESca,boKArAdeSotpAditadukUlEH+navaratnaKacitABaraREH+ca
boqolERqapraBftyAndolanasaNkule'titarAM vizame,boqolERqapraBfti+AndolanasaNkule+atitarAm+vizame
boddavyamityAdO,boddavyam+ityAdO
bodDavyamitIcCAta,bodDavyam+iti+icCAta
bodDavyamityatra,bodDavyam+ityatra
bodDavyamityAkAraka,bodDavyam+ityAkAraka
bodDavyamityAkArakasaMketAdeva,bodDavyam+ityAkArakasaMketAt+eva
bodDavyamityAkArakADunikasaMketagrahAd,bodDavyam+ityAkArakADunikasaMketagrahAd
bodDavyamityAkArakADunikasaMketajYAnAd,bodDavyam+ityAkArakADunikasaMketajYAnAd
bodDavyamityAkArakADunikasaMketasTale,bodDavyam+ityAkArakADunikasaMketasTale
bodDavyamityAkArasvIkAreRa,bodDavyam+ityAkArasvIkAreRa
bodDavyamityAdinoktAnupatatterityarTaH,bodDavyam+ityAdinA+uktAnupatatteH+ityarTaH
bodDavyamityAdisaMketAd,bodDavyam+ityAdisaMketAd
bodDavyamityAdO,bodDavyam+ityAdO
bodDumapArayad,bodDum+apArayad
bodDumapArayan,bodDum+apArayan
bodDumapArayizyad,bodDum+apArayizyat
bodDumeva,bodDum+eva
bodDyamiti,bodDyam+iti
boDa upapadyate,boDaH+upapadyate
boDaM janayatu,boDam+janayatu
boDaM prati,boDam+prati
boDakaM tawAdipadam,boDakam+tawAdipadam
boDakaYca,boDakam+ca
boDakatvaM pratyayAnAmiti,boDakatvam+pratyayAnAm+iti
boDakatvamastyevetyavaDeyam,boDakatvam+asti+eva+iti+avaDeyam
boDakatvamiti,boDakatvam+iti
boDakatvasvIkArAttasyASca,boDakatvasvIkArAt+tasyAH+ca
boDakapadAnusaMDAnAdanu,boDakapadAnusaMDAnAt+anu
boDakamizwasADanaM yannAma,boDakam+izwasADanam+yat+nAma
boDako rasanAsTAyI,boDakaH+rasanAsTAyI
boDajanakaM tftIyAdyarTaH,boDajanakam+tftIyAdi+arTaH
boDajanakaMsuptAdfSaDAtvarTakriyAyAM kArakam,boDajanakam+sup+tAdfSaDAtvarTakriyAyAm+kArakam
boDatvAvacCinnaM prati,boDatvAvacCinnam+prati
boDadarSanAduktaniyamopapattiriti,boDadarSanAt+uktaniyamaH+upapattiH+iti
boDanAditi,boDanAt+iti
boDanAyEvetyarTaH,boDanAyEva+ityarTaH
boDanAsaMBavAt,boDanAsam+BavAt
boDanizWajanyatAnirUpakaprakAratA''Srayo gopadamityAdi,boDanizWajanyatAnirUpakaprakAratA''SrayaH+gopadam+ityAdi
boDanizWasaNketavizayatAnizWapuzpavantapadajanyatvaprakAratAnirUpitacandratvasUryatvAvacCinnavizayatAkaboDatvaparyAptAvacCedakatAkavizayatAtvasyEkyAdityarTaH,boDanizWasaNketavizayatAnizWapuzpavantapadajanyatvaprakAratAnirUpitacandratvasUryatvAvacCinnavizayatAkaboDatvaparyAptAvacCedakatAkavizayatAtvasya+EkyAt+ityarTaH
boDanizWasaNketavizayatAyA EkyAditi,boDanizWasaNketavizayatAyAH+EkyAt+iti
boDanIyamatastena,boDanIyam+ataH+tena
boDanopagamAditi,boDanopagamAt+iti
boDapadaM sampAtAyAtam,boDapadam+sampAtAyAtam
boDaprakArakatadAdiviSezyakasaMketamapradarSyoktasaMketapradarSanaM vakrABiDAnaM vakrABiDAnaM syAdato syAdato granTakAramate,boDaprakArakatadAdiviSezyakasaMketam+apradarSya+uktasaMketapradarSanam+vakrABiDAnam+vakrABiDAnam+syAt+ataH+syAt+ataH+granTakAramate
boDaprayojaketyarTaH,boDaprayojaka+ityarTaH
boDamanApnuvan,boDam+anApnuvan
boDamityAdO,boDam+ityAdO
boDayatIti,boDayati+iti
boDayannAste,boDayan+Aste
boDayituM pravftta,
boDayituM Sakyate,boDayitum+Sakyate
boDayitumaSakyaH,boDayitum+aSakyaH
boDayitumAgrAnagaraM,boDayitum+AgrAnagaraM
boDayitumiti,boDayitum+iti
boDayecCamBO,boDayet+SamBO
boDaye्imidam,boDaye्im+idam
boDayed vfkzaM vfkzaM BavavAkyena,boDayet+vfkzam+vfkzam+BavavAkyena
boDayedDenumudrayA,boDayet+DenumudrayA
boDayenna,boDayet+na
boDarUpaM sitaM sitaM toyaM toyaM vAmamAkfzya,boDarUpam+sitam+sitam+toyam+toyam+vAmam+Akfzya
boDavirahAditi,boDavirahAt+iti
boDaviSeza iti,boDaviSezaH+iti
boDaviSezaRatA''pannavizayitAviSazaRaDarmivizayitA'vacCedakatvarUpaSakyatA'vacCedakatvaBAnameva,boDaviSezaRatA''pannavizayitAviSazaRaDarmivizayitA'vacCedakatvarUpaSakyatA'vacCedakatvaBAnam+eva
boDaviSezyakasyEva,boDaviSezyakasya+iva
boDavizayatayA'BAsamAnatve,boDavizayatayA+ABAsamAnatve
boDavizayatayeti,boDavizayatayA+iti
boDavizayatAyA EkyAditi,boDavizayatAyAH+EkyAt+iti
boDavizayatAyAM tadDarmAvacCinnatvamaniveSya,boDavizayatAyAm+tadDarmAvacCinnatvamaniveSya
boDavizayatvaprakArakaBagavatsaMketavizayatvarUpavAcyatvapakze'pyarTaDarmikavAcyatvajYAnakAraRatvamAlambya,boDavizayatvaprakArakaBagavatsaMketavizayatvarUpavAcyatvapakze+api+arTaDarmikavAcyatvajYAnakAraRatvam+Alambya
boDavizayatvaprakAratAnirUpitasaMketavizayatA'vagAhijYAnasaMBavAdityASaNya,boDavizayatvaprakAratAnirUpitasaMketavizayatA'vagAhijYAnasaMBavAt+ityASaNya
boDavizayatvamavagAhamAnAyAM boDavizayatvAMSe,boDavizayatvam+avagAhamAnAyAm+boDavizayatva+aMSe
boDavizayatvavizayatAnirUpitasvarUpasambanDAvacCinnADeyatvavizayatAnirUpitasaMketavizayatAgraha evetarAnvayaboDaprayojakaH,boDavizayatvavizayatAnirUpitasvarUpasambanDAvacCinnADeyatvavizayatAnirUpitasaMketavizayatAgrahe+eva+itarAnvayaboDaprayojakaH
boDavizayatvAMSe,boDavizayatva+aMSe
boDavizayatve'nvayAnnAnupapattirityAhuH,boDavizayatve+anvayAt+na+anupapattiH+ityAhuH
boDasaMBave'tiriktaSaktirnakalpyA,boDasaMBave+atiriktaSaktiH+nakalpyA
boDasAmagryaBAvAdavopapatteH,boDasAmagryaBAvAt+eva+upapatteH
boDastadAbADenEva,boDaH+tadAbADena+eva
boDastadoBayaviSizwa ekaSaktikalpanaM ekaSaktikalpanaM na,boDaH+tadA+uBayaviSizwaH+ekaSaktikalpanam+ekaSaktikalpanam+na
boDastAdfSasTale,boDaH+tAdfSasTale
boDasyAnizwatvAt,boDasya+anizwatvAt
boDasyAnupapatterityarTaH,boDasyAnupapatteH+ityarTaH
boDasyAnuBavasidDasyAccetyarTaH,boDasya+anuBavasidDasyAt+ca+ityarTaH
boDasyApi,boDasya+api
boDasyApItyapikAreRa,boDasya+api+ityapikAreRa
boDasyAvaSyakatvAditi,boDasyAvaSyakatvAt+iti
boDasvaBAvasyEva,boDasvaBAvasya+eva
boDAtmakatvenEva,boDAtmakatvena+eva
boDAdAha,boDAt+Aha
boDAditi,boDAt+iti
boDAdityanenAnvayaH,boDAdityanena+anvayaH
boDADikaraRadravyatvAderboDa,boDADikaraRadravyatvAdeH+boDa
boDAnandamupeta,
boDAnA'saMBavAditi,boDAnA'saMBavAt+iti
boDAnudayaprasaMgAcca,boDAnudayaprasaMgAt+ca
boDAnudayAtsamaBivyAhAra,boDAnudayAt+samaBivyAhAra
boDAnudayAdityarTaH,boDAnudayAt+ityarTaH
boDAnupapattiriti,boDAnupapattiH+iti
boDAnupapattistadavasTEva,boDAnupapattiH+tadavasTEva
boDAnupapatterityarTaH,boDAnupapatteH+ityarTaH
boDAnvayivizayatAyAmapyavacCinnatvasaMsargeRAnvayasvIkArAt,boDAnvayivizayatAyAm+api+avacCinnatvasaMsargeRa+anvayasvIkArAt
boDApattirata,boDApattiH+ata
boDApattiriti,boDApattiH+iti
boDApattiSca,boDApattiH+ca
boDApattistu,boDApattiH+tu
boDABAvaprayojaka,boDa+aBAvaprayojaka
boDABAvaviSezaka,boDa+aBAvaviSezaka
boDAyA'kaTayat,boDAya+akaTayat
boDAvUhyO,boDO+UhyO
boDAsaMBavAdityarTaH,boDAsaMBavAt+ityarTaH
boDAsiM mUlamantrajapantaTA,boDAsim+mUlamantrajapam+taTA
boDAsimuttamam,boDAsim+uttamam
boDAsimudDaret,boDAsim+udDaret
boDitAvapi,boDitO+api
boDito'pi,boDitaH+api
boDIyA'DeyanizWavizayatAsAmAnADikaraRyasya,boDIyA+ADeyanizWavizayatAsAmAnADikaraRyasya
boDecCayoccaritamiti,boDecCayoccaritam+iti
boDe'nvayaH,boDe+anvayaH
boDe'nvayastaTAsati,boDe+anvayaH+taTAsati
boDe'nvayo na,boDe+anvayaH+na
boDo gaNgA''dipadajanyo gaNgA''dipadajanyo BavatvityAdirUpeREva,boDaH+gaNgA''dipadajanyaH+gaNgA''dipadajanyaH+Bavatu+ityAdirUpeRa+eva
boDo granTakfdasaMmata,boDaH+granTakfdasaMmata
boDo jAyatAmityetAdfSecCAyAstatrottejakatAyA,boDaH+jAyatAm+iti+etAdfSa+icCAyAH+tatra+uttejakatAyA
boDo dIDitikftA'pi,boDaH+dIDitikftA+api
boDo Bavitumarhati,boDaH+Bavitum+arhati
boDo Bavettarhi,boDaH+Bavet+tarhi
boDo yuzmatpadavAn,boDaH+yuzmatpadavAn
boDo vAcyaH,boDaH+vAcyaH
boDo SAbdatvaniveSe,boDaH+SAbdatvaniveSe
boDotpattyanavacCedakatvAditi,boDotpattyanavacCedakatvAt+iti
boDodviviDaH,boDaH+dviviDaH
boDobADakABAvAditi,boDobADakABAvAt+iti
boDovirahAduktaniyamA'svIkAre,boDaH+virahAt+uktaniyama+asvIkAre
boDo'Digato,boDaH+aDigataH
boDo'smatpadavAn,boDaH+asmatpadavAn
boDOpayikamANkzAntaraM nirvakti,boDOpayikamANkzAntaram+nirvakti
boDOpAyiketyarTaH,boDOpAyika+ityarTaH
boDyaM iti,boDyam+iti
boDyaM jijYAsito yaH,boDyam+jijYAsitaH+yaH
boDyaM,boDyam
boDyamiti,boDyam+iti
bOdDamataM nirasyati,bOdDamatam+nirasyati
bOdDA baBUvurhi,bOdDAH+baBUvuH+hi
bOdDAdivAkyAnAM tu,bOdDAdivAkyAnAm+tu
bOdDAdyAgamanAmapyekadeSasaMvAdo'stIti,bOdDAdi+AgamanAm+api+ekadeSasaMvAdaH+asti+iti
bOdDAnAM kftAntaH,bOdDAnAm+kftAntaH
bOdDArAdDAnte'pi,bOdDArAdDAnte+api
bOdDAstu,bOdDAH+tu
bODAyanaM taTArzaM taTArzaM tu,bODAyanam+taTA+Arzam+taTA+Arzam+tu
bravItyadya,bravIti+adya
bravImIti,bravImi+iti
brahmaMstoyaDArAYca,brahman+toyaDArAn+ca
brahmakUrcaM samAhftya,brahmakUrcam+samAhftya
brahmacaryaM carAmi,brahmacaryam+carAmi
brahmacaryaM carAmIti,brahmacaryam+carAmi+iti
brahmacaryASramasyADAram,brahmacaryASramasya+ADAram
brahmacAriRAM vedaDvani,
brahmacArIti,brahmacArI+iti
brahmajYAnamutpadyata,brahmajYAnam+utpadyata
brahmaRaSca,brahmaRaH+ca
brahmaRastadvaddvitIyAditiTeH kramAt,brahmaRaH+tadvat+dvitIyAditiTeH+kramAt
brahmaRastu,brahmaRaH+tu
brahmaRAmaTa,brahmaRAm+aTa
brahmaRIva,brahmaRi+iva
brahmaRepi,brahmaRe+api
brahmaRerpayet,brahmaRe+arpayet
brahmaRe'bravIt,brahmaRe+abravIt
brahmaRo dakziRAM,brahmaRaH+dakziRAM
brahmaRo darSanaM,brahmaRaH+darSanaM
brahmaRo Darma,brahmaRaH+Darma
brahmaRo nfharestaTA,brahmaRaH+nfhareH+taTA
brahmaRo brahmaRo rUpamityasya,brahmaRaH+rUpam+rUpam+iti+asya
brahmaRo rUpaM rUpaM tacca,brahmaRaH+rUpam+rUpam+tat+ca
brahmaRopi,brahmaRaH+api
brahmaRo'tristataH,brahmaRaH+atriH+tataH
brahmato nava,brahmataH+nava
brahmatotiriktA,brahmataH+atiriktA
brahmannAgacCa,brahman+AgacCa
brahmapaYcakamAvarttya,brahmapaYcakam+Avarttya
brahmaputro'triratritaH,brahmaputraH+atriH+atritaH
brahmabIjapadEstataH,brahmabIjapadEH+tataH
brahmaBAgaM parityajya,brahmaBAgam+parityajya
brahmaBAgapraveSaYca,brahmaBAgapraveSam+ca
brahmaBAzitAnAM tu,brahmaBAzitAnAm+tu
brahmaBiraNgESca,brahmaBiH+aNgEH+ca
brahmaBUtamakalmazam,brahmaBUtam+akalmazam
brahmamUlErvvA,brahmamUlEH+vA
brahmaraTenEva,brahmaraTena+eva
brahmaranDrasTAM tyajannityamanukramAt,brahmaranDrasTAm+tyajat+nityam+anukramAt
brahmaranDrAdvinirgatam,brahmaranDrAt+vinirgatam
brahmarudrAntikaM buDaH,brahmarudrAntikam+buDaH
brahmarzirvasizWastEravalokita,
brahmarzistu,brahmarziH+tu
brahmalokaM prayAnti,brahmalokam+prayAnti
brahmalokamavApnuhi,brahmalokam+avApnuhi
brahmalokameva,brahmalokam+eva
brahmalokAdiha,brahmalokAt+iha
brahmalokAd BuvamavatIrRAH,brahmalokAt+Buvam+avatIrRAH
brahmavacCinnacEtanyasyAvfttatayA,brahmavacCinnacEtanyasya+avfttatayA
brahmavaDasyApi,brahmavaDasya+api
brahmavAdinyapAlA,brahmavAdini+apAlA
brahmavidyAparo BUtvA,brahmavidyAparaH+BUtvA
brahmavizRvAdyA devA devA munivarAH,brahmavizRvAdyAH+devAH+devAH+munivarAH
brahmavizRvISadevAnAmanuyAyinAm,brahmavizRvISadevAnAm+anuyAyinAm
brahmavedapraharttAraM hayagrIvaYca,brahmavedapraharttAram+hayagrIvam+ca
brahmaSApamanuBUya,brahmaSApam+anuBUya
brahmaSilAratnapraBUteScAnivedanam,brahmaSilAratnapraBUteH+ca+anivedanam
brahmasaMsTo'mftatvameti,brahmasaMsTaH+amftatvam+iti
brahmasAraM hi,brahmasAram+hi
brahmasUtraM rAtrO,brahmasUtram+rAtrO
brahmahatyAdipApOGaGAtakaM devatAlayam,brahmahatyAdipApOGaGAtakam+devatAlayam
brahmahananAdAvaDarmatvamiva,brahmahananAdO+aDarmatvam+iva
brahmARaM copari,brahmARam+ca+upari
brahmARaM dakziRe,brahmARam+dakziRe
brahmARaM DaraRIDaram,brahmARam+DaraRIDaram
brahmARaM maDyataH,brahmARam+maDyataH
brahmARaM liNgamISake,brahmARam+liNgam+ISake
brahmARaM SaNkaraM SaNkaraM vizRumanantaYca,brahmARam+SaNkaram+SaNkaram+vizRum+anantam+ca
brahmARaM haMsagaM haMsagaM DyAyeccaturvaktraM DyAyeccaturvaktraM caturBujam,brahmARam+haMsagam+haMsagam+DyAyet+caturvaktram+DyAyet+caturvaktram+caturBujam
brahmARamAvAhya,brahmARam+AvAhya
brahmARqakamidaM DyAtvA,brahmARqakam+idam+DyAtvA
brahmAtiriktapAramArTika,brahma+atiriktapAramArTika
brahmAtiriktasyAnityatayA,brahma+atiriktasya+anityatayA
brahmAdikAraRatyAgakramAnnItvA,brahmAdikAraRatyAgakramAt+nItvA
brahmAdikAraRatyAgAd dvAdaSAntasamASritam,brahmAdikAraRatyAgAt+dvAdaSAntasamASritam
brahmAdikAraRatyAgAnmantraM nItvA,brahmAdikAraRatyAgAt+mantram+nItvA
brahmAdikAraRAtyAgakramAdrecakayogataH,brahmAdikAraRAtyAgakramAt+recakayogataH
brahmAdikAraRAtyAgAdviniHsftya,brahmAdikAraRAtyAgAt+viniHsftya
brahmAdistambaparyyantaM hfdayezu,brahmAdistambaparyyantam+hfdayezu
brahmAdisTAnezvanekaprakAraduHKaBAvanayA'naBiratisaMjYitaM paraM,brahmAdisTAnezu+anekaprakAraduHKaBAvanayA+anaBiH+atisaMjYitam+paraM
brahmAdisTAnezvaBiratirapekzABAvastatsaMjYitaM tatsvarUpaM tatsvarUpaM yattatparaM yattatparaM vErAgyam,brahmAdisTAnezu+aBiratirapekzABAvaH+tat+saMjYitam+tat+svarUpam+tat+svarUpam+yat+tatparam+yat+tatparam+vErAgyam
brahmAdIMSca,brahmAdIn+ca
brahmAdInAmapyastIti,brahmAdInAm+api+asti+iti
brahmAnandamanuBavati,brahmAnandam+anuBavati
brahmAnumityAderaparokzatvABAvAt,brahma+anumityAdeH+aparokzatvABAvAt
brahmABigamyate,brahma+aBigamyate
brahmAvarttamaGArddanam,brahmAvarttam+aGArddanam
brahmAvyaktaM sadAgre'BUt,brahma+avyaktam+sadA+agre+aBUt
brahmAstrAdIMstaTA,brahmAstrAdIn+taTA
brahmAsmftvA''yuzo vedaM,brahmAsmftvA+AyuzaH+vedaM
brahmAhaM vizRuramala vizRuramala iti,brahma+aham+vizRuH+amalaH+vizRuH+amalaH+iti
brahmetibf,brahmA+itibf
brahmendreSAnayormaDye,brahmA+IndreSAnayoH+maDye
brahmeSAntarakozWasTamAyAKyAntu,brahmeSAntarakozWasTamAyAKyAm+tu
brAhmaRakulezvapi,brAhmaRakulezu+api
brAhmaRagatEkatve,brAhmaRagata+ekatve
brAhmaRajanamaparADyasi,brAhmaRajanam+aparADyasi
brAhmaRatvaM liNgaM liNgaM vivakzitamiti,brAhmaRatvam+liNgam+liNgam+vivakzitam+iti
brAhmaRatvAdiDarmastadavacCinne,brAhmaRatvAdiDarmaH+tadavacCinne
brAhmaRapadasamaBivyAhftEtaddeSavfttitvasaMsargitvasya,brAhmaRapadasamaBivyAhfta+etat+deSavfttitvasaMsargitvasya
brAhmaRaputraM paSyati,brAhmaRaputram+paSyati
brAhmaRaBojanasamayamAsIt,brAhmaRaBojanasamayam+AsIt
brAhmaRamannaM BojayatItyatra,brAhmaRamannam+Bojayati+ityatra
brAhmaRamanvizyAmi,brAhmaRam+anvizyAmi
brAhmaRavaMSajo'pi,brAhmaRavaMSajaH+api
brAhmaRavacanamanftamapi,brAhmaRavacanam+anftam+api
brAhmaRavacanamiti,brAhmaRavacanam+iti
brAhmaRavacanAd gfhyatAm,brAhmaRavacanAt+gfhyatAm
brAhmaRavESyayormaDye,brAhmaRavESyayoH+maDye
brAhmaRaSarIraM vinimAtumicCAmi,brAhmaRaSarIram+vinimAtum+icCAmi
brAhmaRaScaturvedABijYaH,brAhmaRaH+caturvedABijYaH
brAhmaRA mayA,brAhmaRAH+mayA
brAhmaRA rAjaguruSca,brAhmaRAH+rAjaguruH+ca
brAhmaRAMstataH,brAhmaRAn+tataH
brAhmaRAdeSca,brAhmaRAdeH+ca
brAhmaRAdeScaturvedABijYatvalakzaRo DarmaH,brAhmaRAdeH+caturvedABijYatvalakzaRaH+DarmaH
brAhmaRAnAM daSa,brAhmaRAnAm+daSa
brAhmaRAnAM daSeti,brAhmaRAnAm+daSeti
brAhmaRAnAM dveviMSatiH,brAhmaRAnAm+dveviMSatI
brAhmaRAnAM sidDamantratvaM sidDamantratvaM viqambanameva,brAhmaRAnAm+sidDamantratvam+sidDamantratvam+viqambanam+eva
brAhmaRAnAM sidDamantratvaM sidDamantratvaM viqambyate,brAhmaRAnAm+sidDamantratvam+sidDamantratvam+viqambyate
brAhmaRAnAtisro viSatayaH,brAhmaRAnAm+tisroviMSatayaH
brAhmaRAnAmekaviMSatiH,brAhmaRAnAm+ekaviMSatiH
brAhmaRAntaradarSanadaSAyAM brAhmaRaH,brAhmaRAntaradarSanadaSAyAm+brAhmaRaH
brAhmaRASca,brAhmaRAH+ca
brAhmaRI,brAhmaRI
brAhmaRIByasAdaraM pAdalagnikAM pAdalagnikAM samaparyayan,brAhmaRIByasAdaram+pAdalagnikAm+pAdalagnikAm+samaparyayan
brAhmaRenoktam,brAhmaRena+uktam
brAhmaReByaSca,brAhmaReByaH+ca
brAhmaReByo dakziRAM,brAhmaReByaH+dakziRAM
brAhmaReByo dattaM,brAhmaReByaH+dattaM
brAhmaReByo dadO,brAhmaReByaH+dadO
brAhmaReByo vitIrRAni,brAhmaReByaH+vitIrRAni
brAhmaReByo'rimarddanaH,brAhmaReByaH+arimarddanaH
brAhmaRezUpadeSaM karizyAmi,brAhmaRezu+upadeSam+karizyAmi
brAhmaREreva,brAhmaREH+eva
brAhmaREssAkaM,brAhmaREH+sAkaM
brAhmaRo BavAn,brAhmaRaH+BavAn
brAhmaRo vidyetyAdO,brAhmaRaH+vidyetyAdO
brAhmaRorBuMkte,brAhmaRoH+BuMkte
brAhmaRorBuMkte,brAhmaRoH+Bukte
brAhmaRo'sAvananto'ham,brAhmaRaH+asO+anantaH+aham
brAhmaRyapi,brAhmaRi+api
brAhmaRyADikzepamasahamAno'ntaH,brAhmaRi+ADikzepam+asahamAnaH+antaH
brAhmaRyADikzepamizeRa,brAhmaRyADikzepam+izeRa
brAhmARA yatayaH,brAhmARAH+yatayaH
brAhmARAMstaTA,brAhmARAn+taTA
brAhmIM prAtaH,brAhmIm+prAtaH
brAhmo nEmittiko nEmittiko layaH,brAhmaH+nEmittikaH+nEmittikaH+layaH
brAhmyamaNguzWamUlasTaM tIrTaM tIrTaM dEvaM dEvaM karAgrataH,brAhmyam+aNguzWamUlasTam+tIrTam+tIrTam+dEvam+dEvam+karAgrataH
brAhmaRA vijitendriyAH,brAhmaRAH+vijitendriyAH
briwiSjanASca,briwiSjanAH+ca
briwiSSAsane'pi,briwiSSAsane+api
bruyuriti,bruyuH+iti
bruvato hetuhAniH,bruvataH+hetuhAniH
bruvatyAmeva,bruvatyAm+eva
bruvantImAlakzya,bruvantIm+Alakzya
bruvanto nizkrAntAH,bruvantaH+nizkrAntAH
brUyAtso'malaH,brUyAt+saH+amalaH
brUyAdavisaMvAdi,brUyAt+avisaMvAdi
brUyAdASizaM SizyamAdarAt,brUyAt+ASizam+Sizyam+AdarAt
brUyAditi,brUyAt+iti
brUyAdityata Aha yadveti,brUyAt+iti+ataH+Aha+yat+vA+iti
brUyAd guruH,brUyAt+guruH
brUyAnna,brUyAn+na
brUhIti,brUhi+iti
BaMktaM Bujyate,BaMktam+Bujyate
BaMgApatteriti,BaMgApatteH+iti
BakArantu,BakAram+tu
